Singerman ID,leave blank,Description,leave blank 2
supp0303,,"Boudinot, Elias. The Last Will and Testament of Elias Boudinot, LL.D., and the Codicil thereto; carefully compared with the Originals, on File in the Office of the Register of the Prerogative Court of the State of New Jersey. Trenton: Phillips & Boswell, 1854. 27 p. 

See pp. 11-12 for Boudinot’s bequest in 1821 to the Society for Ameliorating the State of the Jews; i.e., American Society for Meliorating the Condition of the Jews, with acreage made available under its auspices for Jewish settlement in Warren County, Pa.

Copies: MH-AH, MiD, NjP, NjR, NN, PPPrHi (marked copy).",
supp0304,,"Burdick, Austin C. Ivan the Serf; or, The Russian and Circassian. A Tale of Russia, Turkey, and Circassia. New York: Samuel French, 121 Nassau St., [between 1854 and 1857]. 100 p. 

An ""old Jew"" in Constantinople has at least twenty girls available for sale in the slave marketplace (pp. 59-60). On pp. [92]-100, ""Bianca; or, The Monk’s Plot,"" by Dr. J. H. Robinson. Austin C. Burdick is the pseudonym of Sylvanus Cobb. Wright II:570 (entered under Sylvanus Cobb).

Copies: CSmH, MWA, NNC, OU, ViU.",
supp0305,,"Cheever, George Barrell. Right of the Bible in Our Public Schools. New York: Robert Carter & Brothers, 1854. xii, 303 p. 

See pp. 65-67 concerning the right of the Jews to teach the Talmud in Jewish schools. See also ""Singular Example of Sectarian Legislation against the Christian Sabbath,"" about the legal status of the Jewish Sabbath day (pp. 257-68).

Copies: DLC, IEG, MB, MH-AH, MiU, NB, NN, OCH, OO.",
supp0306,,"The Christian’s Daily Delight: A Sacred Garland culled from English and American Poets. Illustrated ... Philadelphia: Lindsay & Blakiston, 1854. 248 p. 

Religious verse, including Jessie G. M’Carter, ""The Death of Moses"" (pp. 76-77); William Croswell, ""The Synagogue"" (pp. 104-5); Henry Hart Milman, ""Song of the Jews"" (pp. 119-21); Nathaniel Parker Willis, ""The Sacrifice of Abraham"" (pp. 157-60, with plate); George Lunt, ""Jewish Battle Song"" (pp. 216-17).

Copies: CLU, DeWint, KyLoS, PPA, RPB, ScU, VtMiM.",
supp0307,,"[Engles, William Morrison]. The Youth’s Casket of Gems and Pearls, selected and arranged by the Editor. Philadelphia: Presbyterian Board of Publications, c1854. 127 p. 

""Three Jewish Children"": pp. 101-8 (a conversionist tale surrounding the three daughters of Isaac Veits, Berlin, 1717). Copyright held by A. W. Mitchell.

Copies: FU (Baldwin Library), IU, NjP, PPPrHi; undated copy, MWA (lacks p. 127).",
supp0308,,"Frost, John. The Pictorial Family Encyclopedia of History, Biography and Travels: comprising Prominent Events in the History of the World, Biographies of Eminent Men, and Interesting Accounts of Distinguished Travelers. Illustrated with Three Hundred and Sixty Engravings. Auburn, [N.Y.] and Buffalo: Miller, Orton & Mulligan, 1854. viii, 648 p. 

""The Polish Jew Boy"": pp. 329-35 (with accompanying illus.). Text, ""The Polish Jew-Boy"" is also in Chambers’ Home Book; or, Pocket Miscellany, containing a Choice Selection of Interesting and Instructive Reading for the Old and the Young (Boston: Gould and Lincoln, 1853), vol. 4, pp. 38-42 (without illus.). Copies: FTU, MH, ViU. Text also in vol. 4 of Chambers’s Pocket Miscellany (Philadelphia: Lippincott, Grambo & Co., 1854; secondary title page with vol. 7 and imprint of London: W. & R. Chambers, 1854), pp. 37-41 (without illus.). Copies: MiU, TxU. Later printings exist. The volume by Frost is also known as Frost’s Pictorial Family Museum (Auburn, [N.Y.]: Derby & Miller, 1853). Copies: DLC.

Copies: NN (Third Thousand), NRU, WU.",
supp0309,,"Knighton, William. European Turkey. New York: T. L. McElrath and Co., [Preface, 1854]. viii, 216 p. 

Chap. 3, ""The Christians, Jews, and Gipsies of Turkey."" A perfect copy has a fold-out map as well as a fold-out frontispiece, ""Omar Pasha."" The McElrath edition appears to be the British edition with its title page, European Turkey: Its People, Its Provinces and Its History, with an Account of the Origin of the Present War (London: John Cassell, 1854), removed and replaced by a new one with a shortened title.

Copies: MH (microfilm), NNUT, PCarlD.",
supp0310,,"[Lander, Meta]. Light on the Dark River; or, Memorials of Mrs. Henrietta A. L. Hamlin, Missionary in Turkey. By Margarette Woods Lawrence. Boston: Ticknor, Reed, and Fields, 1854. 321 p. 

Contains unflattering references to the Turkish Jews, as in, ""But the Jews generally, both in this city [Constantinople] and throughout the empire, are an ignorant, superstitious, filthy, lying, covetous, greedy, servile race. The curse is still poured out upon them without abatement"" (p. 195). Prefatory ""To the Reader"" is by R. S. Storrs. Frequently reissued.

Copies: CtY, DLC, ICU, NIC, NRCR, OO, PP.",
supp0311,,"Morse, John Frederick. Illustrated Historical Sketches of California, including General References to Its Discovery, Early Missions, Revolutions, and Settlement by the United States; Together with a more ample History of Sacramento Valley and City, and Biographical References to Prominent Individuals. By Dr. John F. Morse, assisted by Mr. Samuel Colville, Publisher. Sacramento: Printed for the Publisher at the Democratic State Journal Office, 1854. 46, 8 p. 

See ""Monthly Summary of Events"" (pp. 6-8, 2d group) containing a brief reference to the reorganization of the Hebrew Benevolent Society of Sacramento on March 4, [1854?] (at p. 7).

Copies: C, CHi, CLU, CSt, CU-B, CtY-B, ICN, MWA, NN.",
supp0312,,"New Orleans. Howard Association. Report of the Howard Association of New Orleans. Epidemic of 1853. New Orleans: Printed by Sherman & Wharton, 1853 [i.e., 1854]. 28 p. 

The Touro Infirmary received $3,058.00 for the treatment of patients referred by the Howard Association (p. 23). Date on cover: 1854. LNHiC, MWA, and NHi hold the 36 p. ""Addenda"" listing contributions received from New York as well as a few New Orleans contributions that were omitted previously.

Copies: CtY-M, LNHiC, MBCo, NHi, NNC-M, PU (LKCJAS), TxU.",
supp0313,,"Owen, Emily. The Heroines of History. By Mrs. Octavius Freire Owen ... With Eight Illustrations. New-York: Carlton & Porter, 1854. 386 p. 

""Jewish Era"": pp. [11]-38 (Jael, Judith, Salamona, Mariamne). Also issued in 1854 with imprint: New-York: Carlton & Phillips.

Copies: FTaSU, GEU, MoS, NAlU, RU, TCU.",
supp0314,,"Palmer, Phoebe. Israel’s Speedy Restoration and Conversion Contemplated; or, Signs of the Times. In Familiar Letters. ... New-York: Printed by John A. Gray, 1854. 20 p. 

Author also remarks on conditions of the Jews in Jerusalem.

Copies: IG, KyWAT, NjMD, NSyU, PPPrHi.",
supp0315,,"Panorama of National Costumes. Hartford: Brockett, Hutchinson & Co., [c1854]. unpaged. 

Contains a section, ""Polish Jews,"" with an accompanying illustration of Jewish types. A variant ed. held by CtHi was issued as Panorama of Remarkable Places. Hartford: Brockett, Hutchinson & Co., [c1854]. Cover title: Book of Cities and Costumes.

Copies: CtHi, CtHSD, CtY, NhD.",
supp0316,,"[Beach, Moses Yale]. Wealth and Biography of the Wealthy Citizens of the City of New York; Being an alphabetical arrangement of the names of the most prominent Capitalists whose wealth is estimated at one hundred thousand dollars and upwards, with the sums appended to each name, and genealogical and biographical notices of the principal persons. Twelfth Edition.-With many improvements and additions. New York: Published at the Sun Office, 1855. 83 p. 

Contains scattered entries for Jews; e.g., A. L. Gomez (pp. 33-34) and Captain U. P. Levy (p. 47). This edition does not include Henry Russell, the famous composer and concert singer, formerly a resident of the United States before returning to his native England (see 6th ed., New York, 1845, p. 25, entered as ""Russel"").

Copies: ICU, MBAt, NHi, NIC, NN (microfilm), NNC, OKentU.",
supp0317,,"Bickersteth, Edward. The Restoration of the Jews. The Works of the Rev. Edward Bickersteth, vol. 11. New York: Robert Carter & Brothers, 1855. viii, 415 p.



Copies: CtY-D, NjPT, ViRUT.",
supp0318,,"Cromwell, George R. Rachel Polka. New York: Cook & Brother, c1855. score (6 p.). 

For piano. Dedicated to Rachel, the French actress; a color illustration of Rachel, standing in full dress costume, graces the cover. Publisher’s advertising is on the back cover.

Copies: MiU-C, OCH, PU, TMurS.",
supp0319,,"Fleming, Robert. Apocalyptical Key: An Extraordinary Discourse on the Rise and Fall of Papacy; or, The Pouring Out of the Vials, in the Revelation of St. John, Chapter XVI, containing Predictions Respecting the Revolutions of France, the Fate of Its Monarch; the Decline of Papal Power. Together with the Fate of the Surrounding Nations; The Destruction of Mohammedanism; The Calling In of the Jews; The Restoration and Consummation of All Things, &c. ... New-York: American and Foreign Christian Union, 1855. 230 p. 

Running title: The Rise and Fall of Papacy. The earlier editions (Philadelphia & New York, 1843; Philadelphia & New York, 1848) have 74 p.

Copies: CoDStT, ICN, NjPT, TMSC.",
supp0320,,"Gaylord, John. The Future of Russia; or, An Answer to the Question, How will the Great Eastern Struggle finally Terminate? Answer given by comparing Scripture with History, in which it is clearly shown that Russia is the Special Subject of many of the Prophecies of the Jewish Scriptures, and that Her Future General History, together with that of Western Europe, is Definitely Foretold. To which will be added, The Bible Its Own Interpreter; or, An Introduction to the Study of Prophecy. Milwaukee: S. M. Booth, Book and Job Printer, MDCCCLV. 191 p. 

Chap. 3, ""The Conversion of the Jews"" (pp. [150]-63).

Copies: MSohG, NN.",
supp0321,,"Gore, Catherine Grace Frances. Abednego, the Money-Lender. A Romance. Cincinnati: U. P. James, [between 1855 and 1871]. 109 p., [1] p. of adv. 

See also entry Gore 1845 file

Copies: MWA, OCHP, OHi.",
supp0322,,"Hall, Newman. The Land of the Forum and the Vatican; or, Thoughts and Sketches during an Easter Pilgrimage to Rome. Boston: Robert Carter & Brothers, 1855. xv, [i], 463 p., [1] p. of adv. 

The Arch of Titus and its details are described on pp. 204-7; for the ""thousands of captive Jews"" as the Coliseum’s construction builders, see pp. 223-24. Hall witnessed during Holy Week in Rome the annual baptism ceremony and a priest’s baptism of a Jewish woman from Constantinople (see pp. [305]-8, within the chapter, ""Holy Saturday"").

Copies: CtY, GEU-T, MA, MB, MiD, MoKU, NjPT, NSchU, ViLxW.",
supp0323,,"Harris, Charles E. An Investigation, from the Old Testament Scriptures, into the Claims of Jesus Christ as the Jews’ Messiah. An Address to the Jews, delivered in the Norfolk-Street Methodist Episcopal Church, New-York, March 26, 1854. Printed by request. New-York: Printed for the Committee, 1855. 44 p. 

The author identifies himself on the title page as a converted Jew. Caption and running title: Claims of Jesus Christ as the Jews’ Messiah.

Copies: MWA, NN.",
supp0324,,"Orrock, John M. The Army of the Great King: Short Sermons on Short Texts; Miscellaneous Pieces, and Poetic Musings. Boston: J. V. Himes, 1855. 224 p. 

""The Two Mountains"": pp. [197]-200 (see ""The Mountain of the Law,"" pp. 197-98, a poem about the giving of the Law on Mount Sinai).

Copies: CLolC, CRiv, CtW, DLC, IAurC, MH, MSohG, MiBsA, NcGrE.",
supp0325,,"[Orrock, John M.]. The Return of the Jews. Tracts for the Times, no. 4. [Boston: Joshua V. Himes, 1855]. [49]-72 p. 

Caption title. Copy at CLolC is signed J.M.O. in holograph.

Copies: CLolC.",
supp0326,,"Perrin, Lavalette. One Law. A Sermon Preached in Goshen, Connecticut, April 6, 1855. Published by the Congregation. Hartford: Press of Case, Tiffany and Company, 1855. 32 p. 

""What the Hebrew nation was among its contemporaries in respect to religion, and the worship of Jehovah as contrasted with idolatry, our nation now is among the existing nations of the earth in respect to civil liberty, as contrasted with tyranny and despotism"" (p. 6).

Copies: CtHT, MWA.",
supp0327,,"The Picture Pleasure Book. Illustrated with nearly Five Hundred Engravings from Drawings by Eminent Artists. Second Series. New York: D. Appleton, [1855]. unpaged. 

Contains an illus., ""The rich Jew Merchant."" On cover: Picture Pleasure Book for 1855. A book for children with captioned illustrations.

Copies: FU (Baldwin Library; defective), NN.",
supp0328,,"Raber, W. B. The Devil and some of His Doings; or, Who He Was, Where He Was, What He Did, Who He Is, Where He Is, What He Does, What He Is, and What He Is Not. His Work in Parcels, His Work With the Kingdoms of Israel and Judah, and Their Kings, and during the Captivity of the Jews, with some of His Work from the coming of Our Savior down to the Present Age. Dayton, Oh.: Printed for the Author, at the Printing Establishment of the United Brethren in Christ, 1855. 313 p. 

Chap. 5, ""The Devil and the Kings of Israel—How He Divided the Kingdom in Two—His Doings with the Kings of Both Kingdoms Afterward""; chap. 6, ""The Doings of the Devil During the Seventy Years Captivity of the Jews, and on to the Coming of Christ.""

Copies: CBGTU, CtY, InHuH, KyWAT, MWA, NjMD, NOO, PAnL.",
supp0329,,"Bement, R. B. The Kingdom of Brass; or, The History of the World from the Birth of Alexander the Great to the Birth of Christ, including the History of Judea during that Period ... Cincinnati: Moore, Wilstach, Keys, 1856. 312 p. 

""Jewish History under the Third Beast"": pp. 208-46. The 1860 printing is more common.

Copies: OC.",
supp0330,,"Charlotte Elizabeth. Backbiting Reproved. The Visit and Other Stories. Philadelphia: Presbyterian Board of Publication, [1856?]. 144 p. 

See pp. 45-47 for the story of Haman, Mordecai, and Esther, ""one of the most remarkable instances of wanton cruelty and mean revenge that ever was heard of."" Includes accompanying plate, ""Haman enraged at the slight put upon him by Mordecai."" Dating suggested by The Independent (New York), Dec. 18, 1856, p. 403 (""Literary Record""). A perfect copy has a frontispiece. Charlotte Elizabeth is the pseudonym of Charlotte Elizabeth Browne Tonna.

Copies: CBGTU, CU-SB, CtY, NjPT, PPPrHi, ViLxW, ViRUT.",
supp0331,,"[Derby, George Horatio]. Phœnixiana; or, Sketches and Burlesques. By John Phœnix ... New York: D. Appleton, 1856 [c1855]. 274 p., [14] p. of adv. 

See ""Squibob at the Play"" (pp. [165]-71) for the gala benefit performance held at San Francisco’s American Theatre for the Hebrew Benevolent Society. Wright II:739.

Copies: In most academic libraries (compiler saw 9th ed.).",
supp0332,,"Evilela; or, The Maid of Midian. A Jewish Tragedy, in Four Acts, founded on the Massacre of the Midian Captives, by order of Moses: As recorded in chapter thirty-first of the Book of Numbers. ... Boston: J. P. Mendum, 1856. 23 p.



Copies: ICU, OHi, WLacU.",
supp0333,,"Dutch, Negro, Irish and Yankee Sketch Book, containing a Large and Choice Selection of all the most Popular Dutch, Negro, Irish and Yankee Sketches of the Day, as produced at all the Leading Theatres in the United States. New York: Benedict Popular Publishing Co., [1879?]. 62 p., [16] p. of adv. 

From the NjP catalog record: ""A collection of sixteen theatrical character sketches, three of which are Jewish humor, in spite of the title.""

Copies: NjP.",
supp0334,,"Mother Goose’s Melodies for the Nursery. With Illustrations. New York: Philip J. Cozans, [between 1856 and 1861]. 64 p. 

See p. 17: ""Says Aaron to Moses, Let us cut off our Noses; Says Moses to Aaron, It’s the fashion to wear ’em"" (with accompanying illustration of two Jewish men with exaggerated noses).

Copies: CLU, MWA, MsHaU, NRMW, PHC.",
